v1,v2,v3,v4,v5
ham,"Japanese Proverb: If one Can do it, U too Can do it, If none Can do it,U must do it Indian version: If one Can do it, LET HIM DO it.. If none Can do it,LEAVE it!! And finally Kerala version: If one can do it, Stop him doing it.. If none can do it, Make a strike against it ...",,,
ham,Gud mrng dear hav a nice day,,,
ham,Dear how you. Are you ok?,,,
ham,K.i did't see you.:)k:)where are you now?,,,
spam,Заработок на ставках! Прогнозы со 100% точностью! bets-profit.net,,,
ham,Love you aathi..love u lot..,,,
ham,Hey... Why dont we just go watch x men and have lunch... Haha ,,,
ham,Its going good...no problem..but still need little experience to understand american customer voice...,,,
ham,Play w computer? Aiyah i tok 2 u lor?,,,
ham,Yes :)it completely in out of form:)clark also utter waste.,,,
ham,"Hiya, had a good day? Have you spoken to since the weekend?",,,
ham,"Goodmorning, today i am late for  &lt;DECIMAL&gt; min.",,,
ham,So can collect ur laptop?,,,
ham,Okie,,,
ham,LOL that would be awesome payback.,,,
ham,Not..tel software name..,,,
spam,You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+,,,
ham,I to am looking forward to all the sex cuddling.. Only two more sleeps ,,,
ham,"Party's at my place at usf, no charge (but if you can contribute in any way it is greatly appreciated) and yeah, we got room for one more",,,
ham,Did you see that film:),,,
ham,K..k:)where are you?how did you performed?,,,
ham,Yes:)from last week itself i'm taking live call.,,,
ham,Nothing just getting msgs by dis name wit different no's..,,,
ham,"Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish. As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there. She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife, My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!",,,
ham,I wish u were here. I feel so alone,,,
ham,Smile in Pleasure Smile in Pain Smile when trouble pours like Rain Smile when sum1 Hurts U Smile becoz SOMEONE still Loves to see u Smiling!!,,,
ham,This pen thing is beyond a joke. Wont a Biro do? Don't do a masters as can't do this ever again! ,,,
ham,Hey! Congrats 2u2. id luv 2 but ive had 2 go home!,,,
ham,"Ah, well that confuses things, doesnÛ÷t it?",,,
ham,Raviyog Peripherals bhayandar east,,,
ham,\CHA QUITEAMUZING THATåÕSCOOL BABE,,,
spam,"Do you ever notice that when you're driving, anyone going slower than you is an idiot and everyone driving faster than you is a maniac?",,,
spam,We tried to contact you re your reply to our offer of a Video Handset? 750 anytime any networks mins? UNLIMITED TEXT? Camcorder? Reply or call 08000930705 NOW,,,
ham,When did i use soc... I use it only at home... ÌÏ dunno how 2 type it in word ar...,,,
ham,I love ya too but try and budget your money better babe. Gary would freak on me if he knew,,,
ham,Height of Confidence: All the Aeronautics professors wer calld &amp; they wer askd 2 sit in an aeroplane. Aftr they sat they wer told dat the plane ws made by their students. Dey all hurried out of d plane.. Bt only 1 didnt move... He said:\if it is made by my students,,,
ham,Are you free now?can i call now?,,,
ham,We r outside already.,,,
ham,We're finally ready fyi,,,
ham,"Yeah, give me a call if you've got a minute",,,
ham,No probs hon! How u doinat the mo?,,,
ham,I cant pick the phone right now. Pls send a message,,,
ham,Well. Im computerless. Time to make some oreo truffles,,,
ham,"Машина на парковке возле входа, ключи у охранника",,,
ham,"Sorry chikku, my cell got some problem thts y i was nt able to reply u or msg u..",,,
ham,"Good afternoon, babe. How goes that day ? Any job prospects yet ? I miss you, my love ... *sighs* ... :-(",,,
ham,Which channel:-):-):):-).,,,
ham,"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?",,,
ham,Hi..i got the money da:),,,
ham,"Call me, i am senthil from hsbc.",,,
ham,I come n pick Ì_ up... Come out immediately aft ur lesson...,,,
ham,Doing my masters. When will you buy a bb cos i have for sale and how's bf,,,
ham,We'll you pay over like  &lt;#&gt; yrs so its not too difficult,,,
ham,"A Boy loved a gal. He propsd bt she didnt mind. He gv lv lttrs, Bt her frnds threw thm. Again d boy decided 2 aproach d gal , dt time a truck was speeding towards d gal. Wn it was about 2 hit d girl,d boy ran like hell n saved her. She asked 'hw cn u run so fast?' D boy replied \Boost is d secret of my energy\"" n instantly d girl shouted \""our energy\"" n Thy lived happily 2gthr drinking boost evrydy Moral of d story:- I hv free msgs:D;): gud ni8""",,,
ham,How do friends help us in problems? They give the most stupid suggestion that Lands us into another problem and helps us forgt the previous problem,,,
ham,"Erm Û_ ill pick you up at about 6.45pm. That'll give enough time to get there, park and that.",,,
spam,Dear U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18 yrs,,,
ham,They released vday shirts and when u put it on it makes your bottom half naked instead of those white underwear.,,,
ham,S...i will take mokka players only:),,,
spam,What do U want for Xmas? How about 100 free text messages & a new video phone with half price line rental? Call free now on 0800 0721072 to find out more!,,,
ham,Shopping lor. Them raining mah hard 2 leave orchard.,,,
spam,Do you want a new video handset? 750 anytime any network mins? Half Price Line Rental? Camcorder? Reply or call 08000930705 for delivery tomorrow,,,
spam,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16,,,
spam,Free entry in 2 a wkly comp to win FA Cup final tkts 21st May 2005. Text FA to 87121 to receive entry question(std txt rate)T&C's apply 08452810075over18's,,,
spam,RECPT 1/3. You have ordered a Ringtone. Your order is being processed...,,,
spam,Ваш номер телефона выиграл в лотерее! Приз 500000р! Получить на lottery-winner.com,,,
spam,ЭКСКЛЮЗИВ! Недвижимость в Москве от 100000р! Звоните: 8-495-XXX-XXXX,,,
ham,Ok but knackered. Just came home and went to sleep! Not good at this full time work lark.,,,
ham,"Arngd marriage is while u r walkin unfortuntly a snake bites u. bt love marriage is dancing in frnt of d snake &amp; sayin Bite me, bite me.",,,
ham,"That day Ì_ say Ì_ cut ur hair at paragon, is it called hair sense? Do Ì_ noe how much is a hair cut? ",,,
ham,I don't know but I'm raping dudes at poker,,,
ham,"Sorry, I guess whenever I can get a hold of my connections, maybe an hour or two? I'll text you",,,
ham,Nothing spl..wat abt u and whr ru?,,,
spam,Missed call alert. These numbers called but left no message. 07008009200,,,
ham,No..its ful of song lyrics..,,,
ham,Hey... What time is your driving on fri? We go for evaluation on fri?,,,
ham,Do u konw waht is rael FRIENDSHIP Im gving yuo an exmpel: Jsut ese tihs msg.. Evrey splleing of tihs msg is wrnog.. Bt sitll yuo can raed it wihtuot ayn mitsake.. GOODNIGHT &amp; HAVE A NICE SLEEP..SWEET DREAMS..,,,
ham,I take it we didn't have the phone callon Friday. Can we assume we won't have it this year now?,,,
ham,"Gal n boy walking in d park. gal-can i hold ur hand? boy-y? do u think i would run away? gal-no, jst wana c how it feels walking in heaven with an prince..GN:-)",,,
ham,What makes you most happy?,,,
ham,A bloo bloo bloo I'll miss the first bowl,,,
spam,"Get 3 Lions England tone, reply lionm 4 mono or lionp 4 poly. 4 more go 2 www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply.",,,
ham,Any way where are you and what doing.,,,
spam,Срочно нужны деньги? Получи за 5 минут без отказа! instant-money.net,,,
ham,I will send them to your email. Do you mind  &lt;#&gt;  times per night?,,,
ham,I want to tell you how bad I feel that basically the only times I text you lately are when I need drugs,,,
ham,Ok . . now i am in bus. . If i come soon i will come otherwise tomorrow,,,
ham,Yeh. Indians was nice. Tho it did kane me off a bit he he. We shud go out 4 a drink sometime soon. Mite hav 2 go 2 da works 4 a laugh soon. Love Pete x x,,,
spam,"Call 09094100151 to use ur mins! Calls cast 10p/min (mob vary). Service provided by AOM, just GBP5/month. AOM Box61,M60 1ER until u stop. Ages 18+ only!",,,
spam,Call FREEPHONE 0800 542 0578 now!,,,
ham,;-) ok. I feel like john lennon.,,,
ham,I canåÕt wait for cornwall. Hope tonight isnåÕt too bad as well but itåÕs rock night shite. Anyway iåÕm going for a kip now have a good night. Speak to you soon.,,,
ham,Will it help if we propose going back again tomorrow,,,
ham,"Hi Jon, Pete here, Ive bin 2 Spain recently & hav sum dinero left, Bill said u or ur åÔrents mayb interested in it, I hav 12,000pes, so around å£48, tb, James.",,,
ham,"Hiya, probably coming home * weekend after next",,,
ham,We'll join the  &lt;#&gt;  bus,,,
ham,"Sorry man my account's dry or I would, if you want we could trade back half or I could buy some shit with my credit card",,,
ham,"Watching cartoon, listening music &amp; at eve had to go temple &amp; church.. What about u?",,,
spam,Panasonic & BluetoothHdset FREE. Nokia FREE. Motorola FREE & DoubleMins & DoubleTxt on Orange contract. Call MobileUpd8 on 08000839402 or call 2optout,,,
ham,Fine am simply sitting.,,,
ham,Haven't eaten all day. I'm sitting here staring at this juicy pizza and I can't eat it. These meds are ruining my life.,,,
ham,No wonder... Cos i dun rem seeing a silver car... But i thk i saw a black one...,,,
ham,Just forced myself to eat a slice. I'm really not hungry tho. This sucks. Mark is getting worried. He knows I'm sick when I turn down pizza. Lol,,,
ham,"No I'm good for the movie, is it ok if I leave in an hourish?",,,
ham,Nice.nice.how is it working?,,,
ham,U too...,,,
spam,"Hi this is Amy, we will be sending you a free phone number in a couple of days, which will give you an access to all the adult parties...",,,
ham,Aight well keep me informed,,,
ham,Booked ticket for pongal?,,,
spam,18 days to Euro2004 kickoff! U will be kept informed of all the latest news and results daily. Unsubscribe send GET EURO STOP to 83222.,,,
ham,:-) yeah! Lol. Luckily i didn't have a starring role like you!,,,
ham,"ItÛ÷s å£6 to get in, is that ok?",,,
ham,HIYA STU WOT U UP 2.IM IN SO MUCH TRUBLE AT HOME AT MOMENT EVONE HATES ME EVEN U! WOT THE HELL AV I DONE NOW? Y WONT U JUST TELL ME TEXT BCK PLEASE LUV DAN ,,,
ham,"Idk. You keep saying that you're not, but since he moved, we keep butting heads over freedom vs. responsibility. And i'm tired. I have so much other shit to deal with that i'm barely keeping myself together once this gets added to it.",,,
spam,FreeMsg: Txt: CALL to No: 86888 & claim your reward of 3 hours talk time to use from your phone now! Subscribe6GBP/mnth inc 3hrs 16 stop?txtStop,,,
spam,thesmszone.com lets you send free anonymous and masked messages..im sending this message from there..do you see the potential for abuse???,,,
ham,Can a not?,,,
ham,"Отпуск перенесли на август, так что планы меняются",,,
ham,Black shirt n blue jeans... I thk i c Ì_...,,,
spam,"LookAtMe!: Thanks for your purchase of a video clip from LookAtMe!, you've been charged 35p. Think you can do better? Why not send a video in a MMSto 32323.",,,
ham,Babe ? I lost you ... Will you try rebooting ?,,,
ham,How are you doing? Hope you've settled in for the new school year. Just wishin you a gr8 day,,,
ham,"\Happy valentines day\"" I know its early but i have hundreds of handsomes and beauties to wish. So i thought to finish off aunties and uncles 1st...""",,,
ham,Ya very nice. . .be ready on thursday,,,
ham,Oh ok.. Wat's ur email?,,,
ham,Just now saw your message.it k da:),,,
ham,2 and half years i missed your friendship:-),,,
ham,K.k:)apo k.good movie.,,,
ham,Orh i tot u say she now still dun believe.,,,
ham,"Hey babe, sorry i didn't get sooner. Gary can come and fix it cause he thinks he knows what it is but he doesn't go as far a Ptbo and he says it will cost  &lt;#&gt;  bucks. I don't know if it might be cheaper to find someone there ? We don't have any second hand machines at all right now, let me know what you want to do babe",,,
ham,I want  &lt;#&gt;  rs da:)do you have it?,,,
ham,Thank you baby! I cant wait to taste the real thing...,,,
ham,I'm home. Ard wat time will u reach?,,,
ham,Yo do you know anyone  &lt;#&gt;  or otherwise able to buy liquor? Our guy flaked and right now if we don't get a hold of somebody its just 4 loko all night,,,
ham,He didn't see his shadow. We get an early spring yay,,,
ham,"It's not that you make me cry. It's just that when all our stuff happens on top of everything else, it pushes me over the edge. You don't underdtand how often i cry over my sorry, sorry life.",,,
ham,K tell me anything about you.,,,
ham,Okie but i scared u say i fat... Then u dun wan me already...,,,
ham,U studying in sch or going home? Anyway i'll b going 2 sch later.,,,
